fecha,currency,quarterly,yearly,ticker
2011-09-30,EUR,"{'totalRevenue': None, 'costOfRevenue': None, 'grossProfit': None, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': None, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': None, 'taxProvision': None, 'incomeTaxExpense': None, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}","{'totalRevenue': 5701033000.0, 'costOfRevenue': 5069562000.0, 'grossProfit': 631471000.0, 'totalOperatingExpenses': 518648000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 85011000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 5588210000.0, 'operatingIncome': 111861000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 17290000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 128301000.0, 'taxProvision': None, 'incomeTaxExpense': 36926000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 91868000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 92368000.0, 'ebit': 140036000.0, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 92368000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",LOG.MC
2012-09-30,EUR,"{'totalRevenue': None, 'costOfRevenue': None, 'grossProfit': None, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': None, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': None, 'taxProvision': None, 'incomeTaxExpense': None, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}","{'totalRevenue': 5543318000.0, 'costOfRevenue': 4925097000.0, 'grossProfit': 618221000.0, 'totalOperatingExpenses': 502682000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 79556000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 5427779000.0, 'operatingIncome': 104235000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 13686000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 117489000.0, 'taxProvision': None, 'incomeTaxExpense': 35413000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 82186000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 82786000.0, 'ebit': 124904000.0, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 82786000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",LOG.MC
2012-12-31,EUR,"{'totalRevenue': 2369703000.0, 'costOfRevenue': 2230208500.0, 'grossProfit': 139494000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 30974500.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 30683000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 23426500.0, 'taxProvision': None, 'incomeTaxExpense': 4411500.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2013-03-31,EUR,"{'totalRevenue': 2369703000.0, 'costOfRevenue': 2230208500.0, 'grossProfit': 139494000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 30974500.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 30683000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 23426500.0, 'taxProvision': None, 'incomeTaxExpense': 4411500.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2013-06-30,EUR,"{'totalRevenue': 2561704000.0, 'costOfRevenue': 2416265000.0, 'grossProfit': 145439000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 27145000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 38342000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 36041500.0, 'taxProvision': None, 'incomeTaxExpense': 10753000.0, 'extraordinaryItems': None, 'minorityInterest': 7500.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2013-09-30,EUR,"{'totalRevenue': 2561704000.0, 'costOfRevenue': 2416265000.0, 'grossProfit': 145439000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 27145000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 38342000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 36041500.0, 'taxProvision': None, 'incomeTaxExpense': 10753000.0, 'extraordinaryItems': None, 'minorityInterest': 7500.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}","{'totalRevenue': 9862814000.0, 'costOfRevenue': 9007254000.0, 'grossProfit': 855560000.0, 'totalOperatingExpenses': 717507000.0, 'researchDevelopment': 3397000.0, 'sellingGeneralAdministrative': 71261000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 9724761000.0, 'operatingIncome': 123151000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -4215000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 118936000.0, 'taxProvision': None, 'incomeTaxExpense': 30329000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 87605000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 88627000.0, 'ebit': 138053000.0, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 88627000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",LOG.MC
2013-12-31,EUR,"{'totalRevenue': 2397200000.0, 'costOfRevenue': 2308000000.0, 'grossProfit': 89200000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 45200000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 30900000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 30100000.0, 'taxProvision': None, 'incomeTaxExpense': 11300000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2014-03-31,EUR,"{'totalRevenue': None, 'costOfRevenue': None, 'grossProfit': None, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': None, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': None, 'taxProvision': None, 'incomeTaxExpense': None, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2014-06-30,EUR,"{'totalRevenue': -3806570000.0, 'costOfRevenue': -3584522000.0, 'grossProfit': -222048000.0, 'totalOperatingExpenses': -269700000.0, 'researchDevelopment': 79222000.0, 'sellingGeneralAdministrative': 75297000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 3854222000.0, 'operatingIncome': 39636000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 1343000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 41479000.0, 'taxProvision': None, 'incomeTaxExpense': 14473000.0, 'extraordinaryItems': 300000.0, 'minorityInterest': 18000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 26788000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': 56545000.0, 'dilutedWeightedAverageShares': 132.75, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2014-09-30,EUR,"{'totalRevenue': 8735267000.0, 'costOfRevenue': 8167074000.0, 'grossProfit': 568193000.0, 'totalOperatingExpenses': 530281000.0, 'researchDevelopment': 77925000.0, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 8697355000.0, 'operatingIncome': 44964000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 1866000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 46830000.0, 'taxProvision': None, 'incomeTaxExpense': 15171000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 35047000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': 43464000.0, 'dilutedWeightedAverageShares': 132.75, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}","{'totalRevenue': 9506567000.0, 'costOfRevenue': 8648374000.0, 'grossProfit': 858193000.0, 'totalOperatingExpenses': 701881000.0, 'researchDevelopment': 2675000.0, 'sellingGeneralAdministrative': 69755000.0, 'discontinuedOperations': 2959000.0, 'otherOperatingExpenses': 9350255000.0, 'operatingIncome': 138964000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 16839000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 153630000.0, 'taxProvision': None, 'incomeTaxExpense': 54071000.0, 'extraordinaryItems': None, 'minorityInterest': 171000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 102347000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 99388000.0, 'ebit': 154345000.0, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 99388000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",LOG.MC
2014-12-31,EUR,"{'totalRevenue': 246900000.0, 'costOfRevenue': 165000000.0, 'grossProfit': 81900000.0, 'totalOperatingExpenses': 49800000.0, 'researchDevelopment': 19800000.0, 'sellingGeneralAdministrative': 43300000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 214800000.0, 'operatingIncome': 29500000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 1800000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 31300000.0, 'taxProvision': None, 'incomeTaxExpense': 10900000.0, 'extraordinaryItems': None, 'minorityInterest': 100000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 20200000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': 32100000.0, 'dilutedWeightedAverageShares': 132.75, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2015-03-31,EUR,"{'totalRevenue': 4234993000.0, 'costOfRevenue': 3822690000.0, 'grossProfit': 412303000.0, 'totalOperatingExpenses': 375151000.0, 'researchDevelopment': 18458000.0, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 4197841000.0, 'operatingIncome': 40230000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 1356000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 41586000.0, 'taxProvision': None, 'incomeTaxExpense': 14569000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 26887000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': 39518000.0, 'dilutedWeightedAverageShares': 132.5074, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2015-06-30,EUR,"{'totalRevenue': -3732793000.0, 'costOfRevenue': -3524390000.0, 'grossProfit': -208403000.0, 'totalOperatingExpenses': -260351000.0, 'researchDevelopment': 76458000.0, 'sellingGeneralAdministrative': 71436000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 3784741000.0, 'operatingIncome': 40770000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 1444000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 42514000.0, 'taxProvision': None, 'incomeTaxExpense': 14931000.0, 'extraordinaryItems': 150000.0, 'minorityInterest': 120000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 27313000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': 49017000.0, 'dilutedWeightedAverageShares': 132.5074, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2015-09-30,EUR,"{'totalRevenue': 8721890000.0, 'costOfRevenue': 8151070000.0, 'grossProfit': 570820000.0, 'totalOperatingExpenses': 534111000.0, 'researchDevelopment': 75418000.0, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 8685181000.0, 'operatingIncome': 49357000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 3186000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 52543000.0, 'taxProvision': None, 'incomeTaxExpense': 17633000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 34793000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': 36870000.0, 'dilutedWeightedAverageShares': 132.5074, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}","{'totalRevenue': 9470990000.0, 'costOfRevenue': 8614370000.0, 'grossProfit': 856620000.0, 'totalOperatingExpenses': 698711000.0, 'researchDevelopment': 2382000.0, 'sellingGeneralAdministrative': 73776000.0, 'discontinuedOperations': -300000.0, 'otherOperatingExpenses': 9313081000.0, 'operatingIncome': 159857000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 8086000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 167943000.0, 'taxProvision': None, 'incomeTaxExpense': 58033000.0, 'extraordinaryItems': None, 'minorityInterest': 1815000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 109193000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 109193000.0, 'ebit': 168459000.0, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 109193000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",LOG.MC
2015-12-31,EUR,"{'totalRevenue': 251100000.0, 'costOfRevenue': 165300000.0, 'grossProfit': 85800000.0, 'totalOperatingExpenses': 49300000.0, 'researchDevelopment': 19800000.0, 'sellingGeneralAdministrative': 36200000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 214600000.0, 'operatingIncome': 35300000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 2100000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 37400000.0, 'taxProvision': None, 'incomeTaxExpense': 12500000.0, 'extraordinaryItems': None, 'minorityInterest': 100000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 24800000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': 36500000.0, 'dilutedWeightedAverageShares': 130.5263, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2016-03-31,EUR,"{'totalRevenue': 4323831000.0, 'costOfRevenue': 3911234000.0, 'grossProfit': 412597000.0, 'totalOperatingExpenses': 380958000.0, 'researchDevelopment': 18938000.0, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 4292192000.0, 'operatingIncome': 33403000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 2611000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 36014000.0, 'taxProvision': None, 'incomeTaxExpense': 9422000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 26358000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': 36635000.0, 'dilutedWeightedAverageShares': 131.7143, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2016-06-30,EUR,"{'totalRevenue': -3798131000.0, 'costOfRevenue': -3579434000.0, 'grossProfit': -218697000.0, 'totalOperatingExpenses': -283858000.0, 'researchDevelopment': 57538000.0, 'sellingGeneralAdministrative': 57833000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 3863292000.0, 'operatingIncome': 58797000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 3389000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 62386000.0, 'taxProvision': None, 'incomeTaxExpense': 19778000.0, 'extraordinaryItems': 150000.0, 'minorityInterest': 16000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 42542000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': 67932000.0, 'dilutedWeightedAverageShares': 131.7143, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2016-09-30,EUR,"{'totalRevenue': 8855204000.0, 'costOfRevenue': 8272565000.0, 'grossProfit': 582639000.0, 'totalOperatingExpenses': 539953000.0, 'researchDevelopment': 56595000.0, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 8812518000.0, 'operatingIncome': 49643000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 2321000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 51964000.0, 'taxProvision': None, 'incomeTaxExpense': 13536000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 38379000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': 44769000.0, 'dilutedWeightedAverageShares': 131.7143, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}","{'totalRevenue': 9632004000.0, 'costOfRevenue': 8769665000.0, 'grossProfit': 862339000.0, 'totalOperatingExpenses': 686353000.0, 'researchDevelopment': 1805000.0, 'sellingGeneralAdministrative': 73664000.0, 'discontinuedOperations': -120000.0, 'otherOperatingExpenses': 9456018000.0, 'operatingIncome': 177143000.0, 'interestIncome': 12367000.0, 'totalOtherIncomeExpenseNet': 10621000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 187764000.0, 'taxProvision': 55236000.0, 'incomeTaxExpense': 55236000.0, 'extraordinaryItems': None, 'minorityInterest': 2132000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 132079000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 132079000.0, 'ebit': 190401000.0, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': 132528000.0, 'netIncomeBeforeExtraordinaryItems': 132528000.0, 'dilutedNetIncome': 132079000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",LOG.MC
2016-12-31,EUR,"{'totalRevenue': 261500000.0, 'costOfRevenue': 172300000.0, 'grossProfit': 89200000.0, 'totalOperatingExpenses': 49600000.0, 'researchDevelopment': 20200000.0, 'sellingGeneralAdministrative': 36500000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 221900000.0, 'operatingIncome': 35800000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 21000000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 56800000.0, 'taxProvision': None, 'incomeTaxExpense': 10700000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 46100000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': 39600000.0, 'dilutedWeightedAverageShares': 131.7143, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,LOG.MC
2017-03-31,EUR,"{'totalRevenue': 4265482000.0, 'costOfRevenue': 3842771000.0, 'grossProfit': 422711000.0, 'totalOperatingExpenses': 393618000.0, 'researchDevelopment': 19114000.0, 'sellingGeneralAdministrative': 60414000.0, 'discontinuedOperations': 42000.0, 'otherOperatingExpenses': 4236389000.0, 'operatingIncome': 33724000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 2271000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 35995000.0, 'taxProvision': None, 'incomeTaxExpense': 5536000.0, 'extraordinaryItems': None, 'minorityInterest': 2054000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 30490000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 38510000.0, 'ebit': 36402000.0, 'dilutedWeightedAverageShares': 131.4286, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 38510000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0.2930108058672161}",,LOG.MC
2017-06-30,EUR,"{'totalRevenue': -3751782000.0, 'costOfRevenue': -3504671000.0, 'grossProfit': -247111000.0, 'totalOperatingExpenses': -293018000.0, 'researchDevelopment': 60514000.0, 'sellingGeneralAdministrative': 60414000.0, 'discontinuedOperations': 42000.0, 'otherOperatingExpenses': 3797689000.0, 'operatingIncome': 39476000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 2829000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 42305000.0, 'taxProvision': None, 'incomeTaxExpense': 3964000.0, 'extraordinaryItems': 42000.0, 'minorityInterest': 1900000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 38510000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 38510000.0, 'ebit': 46562000.0, 'dilutedWeightedAverageShares': 131.4286, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 38510000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0.2930108058672161}",,LOG.MC
